date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:53:10	3215/3215	---M-Z	200	added ('OK')	application/javascript	etag:%22c8f-64d7bc44-302b41cfc10f3c85;gz%22	https://vrlexpress.in/respond.min.js	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/respond.min.js	(from https://vrlexpress.in/aboutus.html)
17:53:10	9845/9845	---M-Z	200	added ('OK')	text/css	etag:%222675-64d7bc68-38f82f72421f7311;gz%22	https://vrlexpress.in/engine1/style.css	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/style.css	(from https://vrlexpress.in/aboutus.html)
17:53:11	95931/95931	---M-Z	200	added ('OK')	application/javascript	etag:%22176bb-64d7bc67-9f5e95cdfee412f0;gz%22	https://vrlexpress.in/engine1/jquery.js	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/jquery.js	(from https://vrlexpress.in/aboutus.html)
17:53:11	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites1/packersmovers/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://vrlexpress.in/aboutus.html)
17:53:12	25225/25225	---M-Z	200	added ('OK')	text/html	etag:%226289-64d7bc46-79d86377cbf7afaf;gz%22	https://vrlexpress.in/index.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/index.html	(from https://vrlexpress.in/aboutus.html)
17:53:12	19338/19338	---M--	200	added ('OK')	image/png	etag:%224b8a-64d7bc5b-2236ca998f1bf5b2;;;%22	https://vrlexpress.in/images/logo.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/logo.png	(from https://vrlexpress.in/aboutus.html)
17:53:13	13428/13428	---M--	200	added ('OK')	image/png	etag:%223474-64d7bc50-cf19ba3f1387afb9;;;%22	https://vrlexpress.in/images/callus.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/callus.png	(from https://vrlexpress.in/aboutus.html)
17:53:13	7889/7889	---M--	200	added ('OK')	image/jpeg	etag:%221ed1-64d7bc62-e503c82a669dc76f;;;%22	https://vrlexpress.in/images/weaccept.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/weaccept.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:13	24766/24766	---M-Z	200	added ('OK')	text/html	etag:%2260be-64d7bc44-1f5f3e5ea1ab6c18;gz%22	https://vrlexpress.in/services.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/services.html	(from https://vrlexpress.in/aboutus.html)
17:53:13	17532/17532	---M-Z	200	added ('OK')	text/html	etag:%22447c-64d7bc48-a4e1edf23da3034a;gz%22	https://vrlexpress.in/clients.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/clients.html	(from https://vrlexpress.in/aboutus.html)
17:53:14	15915/15915	---M-Z	200	added ('OK')	text/html	etag:%223e2b-64d7bc48-feb34fb09f228fac;gz%22	https://vrlexpress.in/branches.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/branches.html	(from https://vrlexpress.in/aboutus.html)
17:53:14	42230/42230	---M-Z	200	added ('OK')	text/html	etag:%22a4f6-64d7bc47-c8ee6fc3e2c0d250;gz%22	https://vrlexpress.in/enquiry.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/enquiry.html	(from https://vrlexpress.in/aboutus.html)
17:53:14	17066/17066	---M-Z	200	added ('OK')	text/html	etag:%2242aa-652f797a-10d1c5387e210942;gz%22	https://vrlexpress.in/contactus.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/contactus.html	(from https://vrlexpress.in/aboutus.html)
17:53:16	171759/171759	---M--	200	added ('OK')	image/jpeg	etag:%2229eef-64d7bc6d-250531de467a5a54;;;%22	https://vrlexpress.in/data1/images/banner2.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/images/banner2.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:16	439484/439484	---M--	200	added ('OK')	image/jpeg	etag:%226b4bc-64d7bc6d-9d22294c52dd4bcd;;;%22	https://vrlexpress.in/data1/images/banner.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/images/banner.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:17	185487/185487	---M--	200	added ('OK')	image/jpeg	etag:%222d48f-64d7bc6e-c3c1d2ae89c25dd1;;;%22	https://vrlexpress.in/data1/images/banner4.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/images/banner4.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:17	164511/164511	---M--	200	added ('OK')	image/jpeg	etag:%222829f-64d7bc6e-b75696b26c4db91c;;;%22	https://vrlexpress.in/data1/images/banner3.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/images/banner3.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:17	292802/292802	---M--	200	added ('OK')	image/jpeg	etag:%22477c2-64d7bc70-686f1f2d5bbf3e89;;;%22	https://vrlexpress.in/data1/images/banner6.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/images/banner6.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:17	472728/472728	---M--	200	added ('OK')	image/jpeg	etag:%2273698-64d7bc70-399aef340ae4de5e;;;%22	https://vrlexpress.in/data1/images/banner5.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/images/banner5.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:18	3406/3406	---M--	200	added ('OK')	image/jpeg	etag:%22d4e-64d7bc72-f4754313395f06c7;;;%22	https://vrlexpress.in/data1/tooltips/banner.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/tooltips/banner.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:18	3831/3831	---M--	200	added ('OK')	image/jpeg	etag:%22ef7-64d7bc72-580c4f84463bc734;;;%22	https://vrlexpress.in/data1/tooltips/banner2.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/tooltips/banner2.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:19	3610/3610	---M--	200	added ('OK')	image/jpeg	etag:%22e1a-64d7bc73-ab485f657ea413e8;;;%22	https://vrlexpress.in/data1/tooltips/banner3.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/tooltips/banner3.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:19	3147/3147	---M--	200	added ('OK')	image/jpeg	etag:%22c4b-64d7bc73-9ded6e0ff206b70f;;;%22	https://vrlexpress.in/data1/tooltips/banner4.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/tooltips/banner4.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:19	4314/4314	---M--	200	added ('OK')	image/jpeg	etag:%2210da-64d7bc74-11197ca9328b308d;;;%22	https://vrlexpress.in/data1/tooltips/banner5.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/tooltips/banner5.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:19	4377/4377	---M--	200	added ('OK')	image/jpeg	etag:%221119-64d7bc74-84ffb651b885191;;;%22	https://vrlexpress.in/data1/tooltips/banner6.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/data1/tooltips/banner6.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:20	27059/27059	---M-Z	200	added ('OK')	application/javascript	etag:%2269b3-64d7bc69-7bc6e1ccccd6ea3c;gz%22	https://vrlexpress.in/engine1/wowslider.js	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/wowslider.js	(from https://vrlexpress.in/aboutus.html)
17:53:20	6187/6187	---M-Z	200	added ('OK')	application/javascript	etag:%22182b-64d7bc68-d2fd0103b6e600cc;gz%22	https://vrlexpress.in/engine1/script.js	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/script.js	(from https://vrlexpress.in/aboutus.html)
17:53:21	58053/58053	---M--	200	added ('OK')	image/jpeg	etag:%22e2c5-64d7bc4f-71db4cddd557e321;;;%22	https://vrlexpress.in/images/aboutus.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/aboutus.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:21	62595/62595	---M--	200	added ('OK')	image/jpeg	etag:%22f483-64d7bc5c-21bcb495de1b16ae;;;%22	https://vrlexpress.in/images/our-mission.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/our-mission.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:22	71884/71884	---M--	200	added ('OK')	image/jpeg	etag:%22118cc-64d7bc61-e4a3ca6d07df1765;;;%22	https://vrlexpress.in/images/vision.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/vision.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:22	70093/70093	---M--	200	added ('OK')	image/jpeg	etag:%22111cd-64d7bc62-c3984b9bac9dac47;;;%22	https://vrlexpress.in/images/welcome.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/welcome.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:22	73002/73002	---M--	200	added ('OK')	image/jpeg	etag:%2211d2a-64d7bc5f-a5d40905a95cb25f;;;%22	https://vrlexpress.in/images/team.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/team.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:23	346/346	---M-Z	200	added ('OK')	text/html	etag:%2215a-64d7bc4c-7895e054e2f7c336;gz%22	https://vrlexpress.in/Script/AC_RunActiveContent.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/Script/AC_RunActiveContent.html	(from https://vrlexpress.in/aboutus.html)
17:53:23	59124/59124	---M--	200	added ('OK')	image/jpeg	etag:%22e6f4-64d7bc63-b83298f0e2d8330a;;;%22	https://vrlexpress.in/images/whyus.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/whyus.jpg	(from https://vrlexpress.in/aboutus.html)
17:53:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Jan%202025%2012:23:23%20GMT	https://vrlexpress.in/contact3.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/contact3.html	(from https://vrlexpress.in/aboutus.html)
17:53:23	8039/8039	---M--	200	added ('OK')	image/png	etag:%221f67-64d7bc5e-8ff9322cdaa92059;;;%22	https://vrlexpress.in/images/stepin-logo.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/stepin-logo.png	(from https://vrlexpress.in/aboutus.html)
17:53:26	61559/61559	---M--	200	added ('OK')	text/javascript	etag:924895362310661800	http://www.googleadservices.com/pagead/conversion.js	C:/My%20Web%20Sites1/packersmovers/www.googleadservices.com/pagead/f.txt	(from https://vrlexpress.in/aboutus.html)
17:53:26	338/338	---M-Z	200	added ('OK')	text/html	etag:%22152-64d7bc67-760c3950a3ac474e;gz%22	https://vrlexpress.in/engine1/playvideo.html	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/playvideo.html	(from https://vrlexpress.in/engine1/style.css)
17:53:27	288/288	---M--	200	added ('OK')	image/png	etag:%22120-64d7bc65-e854160e5098f533;;;%22	https://vrlexpress.in/engine1/bullet.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/bullet.png	(from https://vrlexpress.in/engine1/style.css)
17:53:27	2072/2072	---M--	200	added ('OK')	image/png	etag:%22818-64d7bc65-60b271db787ec3a4;;;%22	https://vrlexpress.in/engine1/arrows.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/arrows.png	(from https://vrlexpress.in/engine1/style.css)
17:53:27	3990/3990	---M--	200	added ('OK')	image/png	etag:%22f96-64d7bc66-6362759b1c9ac690;;;%22	https://vrlexpress.in/engine1/pause.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/pause.png	(from https://vrlexpress.in/engine1/style.css)
17:53:27	4094/4094	---M--	200	added ('OK')	image/png	etag:%22ffe-64d7bc67-97937f9cde229074;;;%22	https://vrlexpress.in/engine1/play.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/play.png	(from https://vrlexpress.in/engine1/style.css)
17:53:28	315/315	---M--	200	added ('OK')	image/png	etag:%2213b-64d7bc68-f197f9d2f0b6103e;;;%22	https://vrlexpress.in/engine1/triangle.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/engine1/triangle.png	(from https://vrlexpress.in/engine1/style.css)
17:53:29	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Jan%202025%2012:23:29%20GMT	http://vrlexpress.in/webmail	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/webmail.35.delayed	(from https://vrlexpress.in/index.html)
17:53:29	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites1/packersmovers/stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://vrlexpress.in/index.html)
17:53:29	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Jan%202025%2012:23:29%20GMT	https://vrlexpress.in/webmail	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/webmail	(from https://vrlexpress.in/index.html)
17:53:30	5304/5304	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jan%202025%2012:23:29%20GMT	https://vrlexpress.in/webmail/	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/webmail/index.html	(from https://vrlexpress.in/index.html)
17:53:30	3556/3556	---M--	200	added ('OK')	image/png	etag:%22de4-64d7bc5f-c77828eb1d38717;;;%22	https://vrlexpress.in/images/team.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/team.png	(from https://vrlexpress.in/index.html)
17:53:31	2987/2987	---M--	200	added ('OK')	image/png	etag:%22bab-64d7bc63-cde2274d83e7d471;;;%22	https://vrlexpress.in/images/whyus.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/whyus.png	(from https://vrlexpress.in/index.html)
17:53:31	3006/3006	---M--	200	added ('OK')	image/png	etag:%22bbe-64d7bc5d-bfa8d3e9d8441aab;;;%22	https://vrlexpress.in/images/ourmotto.png	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/ourmotto.png	(from https://vrlexpress.in/index.html)
17:53:32	104969/104969	---M--	200	added ('OK')	image/jpeg	etag:%2219a09-64d7bc5e-491f3b377d6364ef;;;%22	https://vrlexpress.in/images/packing-and-moving-services.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/packing-and-moving-services.jpg	(from https://vrlexpress.in/index.html)
17:53:33	119217/119217	---M--	200	added ('OK')	image/jpeg	etag:%221d1b1-64d7bc5b-d48fd48df3968a22;;;%22	https://vrlexpress.in/images/loading-and-unloading-services.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/loading-and-unloading-services.jpg	(from https://vrlexpress.in/index.html)
17:53:34	104472/104472	---M--	200	added ('OK')	image/jpeg	etag:%2219818-64d7bc61-8c95e92bc150ea24;;;%22	https://vrlexpress.in/images/warehouse.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/warehouse.jpg	(from https://vrlexpress.in/index.html)
17:53:34	94478/94478	---M--	200	added ('OK')	image/jpeg	etag:%221710e-64d7bc50-2f127555362fb4b1;;;%22	https://vrlexpress.in/images/car-transport.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/car-transport.jpg	(from https://vrlexpress.in/index.html)
17:53:34	108440/108440	---M--	200	added ('OK')	image/jpeg	etag:%221a798-64d7bc5c-343ea2107a238c27;;;%22	https://vrlexpress.in/images/office-shifting.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/office-shifting.jpg	(from https://vrlexpress.in/index.html)
17:53:35	119190/119190	---M--	200	added ('OK')	image/jpeg	etag:%221d196-64d7bc60-6a705707a180092;;;%22	https://vrlexpress.in/images/unpacking.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/unpacking.jpg	(from https://vrlexpress.in/services.html)
17:53:35	83510/83510	---M--	200	added ('OK')	image/jpeg	etag:%2214636-64d7bc5a-d86573c3c593d711;;;%22	https://vrlexpress.in/images/insurance.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/insurance.jpg	(from https://vrlexpress.in/index.html)
17:53:35	66521/66521	---M--	200	added ('OK')	image/jpeg	etag:%22103d9-64d7bc5a-e7a82cbe0dd97bb4;;;%22	https://vrlexpress.in/images/goods-transportation.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/goods-transportation.jpg	(from https://vrlexpress.in/services.html)
17:53:36	9662/9662	---M--	200	added ('OK')	image/gif	etag:%2225be-64d7bc51-c4508a9375c1b806;;;%22	https://vrlexpress.in/images/clients1.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients1.gif	(from https://vrlexpress.in/clients.html)
17:53:36	103938/103938	---M--	200	added ('OK')	image/jpeg	etag:%2219602-64d7bc60-8f9522395daf6299;;;%22	https://vrlexpress.in/images/transportation-services.jpg	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/transportation-services.jpg	(from https://vrlexpress.in/services.html)
17:53:36	9912/9912	---M--	200	added ('OK')	image/gif	etag:%2226b8-64d7bc55-2b32b60fd173281b;;;%22	https://vrlexpress.in/images/clients2.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients2.gif	(from https://vrlexpress.in/clients.html)
17:53:36	6071/6071	---M--	200	added ('OK')	image/gif	etag:%2217b7-64d7bc57-43113d557147d6d;;;%22	https://vrlexpress.in/images/clients3.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients3.gif	(from https://vrlexpress.in/clients.html)
17:53:36	6930/6930	---M--	200	added ('OK')	image/gif	etag:%221b12-64d7bc57-2237be8b9b25e7b0;;;%22	https://vrlexpress.in/images/clients4.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients4.gif	(from https://vrlexpress.in/clients.html)
17:53:37	7968/7968	---M--	200	added ('OK')	image/gif	etag:%221f20-64d7bc58-97afaa397773d8ca;;;%22	https://vrlexpress.in/images/clients5.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients5.gif	(from https://vrlexpress.in/clients.html)
17:53:37	8494/8494	---M--	200	added ('OK')	image/gif	etag:%22212e-64d7bc58-8b9bd6587a134f8c;;;%22	https://vrlexpress.in/images/clients6.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients6.gif	(from https://vrlexpress.in/clients.html)
17:53:37	11518/11518	---M--	200	added ('OK')	image/gif	etag:%222cfe-64d7bc59-2a161a20f964e8f8;;;%22	https://vrlexpress.in/images/clients7.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients7.gif	(from https://vrlexpress.in/clients.html)
17:53:38	3565/3565	---M--	200	added ('OK')	image/gif	etag:%22ded-64d7bc59-ee7557e02aee56f5;;;%22	https://vrlexpress.in/images/clients8.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients8.gif	(from https://vrlexpress.in/clients.html)
17:53:38	11282/11282	---M--	200	added ('OK')	image/gif	etag:%222c12-64d7bc59-b0838a1f1795ece9;;;%22	https://vrlexpress.in/images/clients9.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients9.gif	(from https://vrlexpress.in/clients.html)
17:53:38	9623/9623	---M--	200	added ('OK')	image/gif	etag:%222597-64d7bc51-f01a18d1474d184a;;;%22	https://vrlexpress.in/images/clients10.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients10.gif	(from https://vrlexpress.in/clients.html)
17:53:39	4783/4783	---M--	200	added ('OK')	image/gif	etag:%2212af-64d7bc51-1266ec89b7ca7d7c;;;%22	https://vrlexpress.in/images/clients11.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients11.gif	(from https://vrlexpress.in/clients.html)
17:53:39	6954/6954	---M--	200	added ('OK')	image/gif	etag:%221b2a-64d7bc52-d06600d48629cf7e;;;%22	https://vrlexpress.in/images/clients12.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients12.gif	(from https://vrlexpress.in/clients.html)
17:53:39	5030/5030	---M--	200	added ('OK')	image/gif	etag:%2213a6-64d7bc52-ece2ddb7c527b8af;;;%22	https://vrlexpress.in/images/clients13.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients13.gif	(from https://vrlexpress.in/clients.html)
17:53:39	4400/4400	---M--	200	added ('OK')	image/gif	etag:%221130-64d7bc52-d9d9e1ddb598ef86;;;%22	https://vrlexpress.in/images/clients14.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients14.gif	(from https://vrlexpress.in/clients.html)
17:53:40	6299/6299	---M--	200	added ('OK')	image/gif	etag:%22189b-64d7bc53-1b2c0c4b0a5ae5d4;;;%22	https://vrlexpress.in/images/clients15.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients15.gif	(from https://vrlexpress.in/clients.html)
17:53:40	7400/7400	---M--	200	added ('OK')	image/gif	etag:%221ce8-64d7bc53-a84c616539d41646;;;%22	https://vrlexpress.in/images/clients16.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients16.gif	(from https://vrlexpress.in/clients.html)
17:53:40	10235/10235	---M--	200	added ('OK')	image/gif	etag:%2227fb-64d7bc54-e5f92bb231484255;;;%22	https://vrlexpress.in/images/clients17.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients17.gif	(from https://vrlexpress.in/clients.html)
17:53:40	12173/12173	---M--	200	added ('OK')	image/gif	etag:%222f8d-64d7bc54-59b29845b50cb4fb;;;%22	https://vrlexpress.in/images/clients18.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients18.gif	(from https://vrlexpress.in/clients.html)
17:53:41	10993/10993	---M--	200	added ('OK')	image/gif	etag:%222af1-64d7bc54-21ddbcb6521dd79a;;;%22	https://vrlexpress.in/images/clients19.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients19.gif	(from https://vrlexpress.in/clients.html)
17:53:41	10552/10552	---M--	200	added ('OK')	image/gif	etag:%222938-64d7bc55-f37dad3efc712921;;;%22	https://vrlexpress.in/images/clients20.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients20.gif	(from https://vrlexpress.in/clients.html)
17:53:41	7774/7774	---M--	200	added ('OK')	image/gif	etag:%221e5e-64d7bc55-dfe2166e1a5d730d;;;%22	https://vrlexpress.in/images/clients21.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients21.gif	(from https://vrlexpress.in/clients.html)
17:53:42	6790/6790	---M--	200	added ('OK')	image/gif	etag:%221a86-64d7bc56-e0d9226e3661fd2b;;;%22	https://vrlexpress.in/images/clients22.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients22.gif	(from https://vrlexpress.in/clients.html)
17:53:42	10512/10512	---M--	200	added ('OK')	image/gif	etag:%222910-64d7bc56-ba3570e31d7893a1;;;%22	https://vrlexpress.in/images/clients23.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients23.gif	(from https://vrlexpress.in/clients.html)
17:53:42	10034/10034	---M--	200	added ('OK')	image/gif	etag:%222732-64d7bc57-d7c088fecf022a57;;;%22	https://vrlexpress.in/images/clients24.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients24.gif	(from https://vrlexpress.in/clients.html)
17:53:44	5318/5318	---M--	200	added ('OK')	image/gif	etag:%2214c6-64d7bc57-528cd4e204c5c8f8;;;%22	https://vrlexpress.in/images/clients25.gif	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/images/clients25.gif	(from https://vrlexpress.in/clients.html)
17:53:44	16958/16958	---M--	200	added ('OK')	image/x-icon	etag:%22423e-65ab9d28-0;;;%22	https://vrlexpress.in/webmail/skins/elastic/images/favicon.ico?s=1705745704	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/webmail/skins/elastic/images/favicon817d.ico	(from https://vrlexpress.in/webmail/)
17:53:46	160347/160347	---M-Z	200	added ('OK')	text/css	etag:%222725b-65ab9d32-0;gz%22	https://vrlexpress.in/webmail/skins/elastic/deps/bootstrap.min.css?s=1705745714	C:/My%20Web%20Sites1/packersmovers/vrlexpress.in/webmail/skins/elastic/deps/bootstrap.mine561.css	(from https://vrlexpress.in/webmail/)
